item,itemLabel,startDate,endDate,sourceDate,psid
Q1801573,Lamine Sidimé,1999-03-13,2004-02-23,,Q1801573-2DF3CF9A-9DA1-47E7-8445-06E4C8667509
Q1451112,François Lonseny Fall,2004-02-23,2004-04-24,,Q1451112-D6542893-5E2C-479C-8372-24BA545A9638
Q739715,Cellou Dalein Diallo,2004-12-09,2006-04-05,,Q739715-462F95D3-2C5C-4FF1-B080-462AB0E06B58
Q1373451,Eugène Camara,2007-02-09,2007-03-01,2022-10-13,Q1373451-0FDFC17A-6212-4E9D-8222-FC183541C02D
Q1343963,Lansana Kouyaté,2007-03-01,2008-05-23,,Q1343963-EA5CF7AA-13FA-4C53-A3BB-B433B4A0B818
Q401526,Ahmed Tidiane Souaré,2008-05-20,2008-12-24,,Q401526-CED8606F-7ABB-48E6-B784-0EB60252405E
Q718183,Kabiné Komara,2008-12-30,2010-01-26,,Q718183-53C47871-5C6C-4C08-8314-C5667795FE06
Q527792,Jean-Marie Doré,2010-01-26,2010-12-24,,Q527792-5e6481a3-4e26-e1dd-d01c-c45d4135532b
Q57875,Mohamed Said Fofana,2010-12-24,2015-12-29,,Q57875-62fae318-4da2-d569-fbb4-37f385080bf1
Q21855433,Mamady Youla,2015-12-29,2018-05-21,,Q21855433-dde5f9a1-427f-ff2c-aa1b-0fa7a5089092
Q5984807,Ibrahima Kassory Fofana,2018-05-21,2021-09-05,,Q5984807-b179b8ef-e6ed-4a6f-b59d-fed61f1320de
Q66708545,Mohamed Béavogui,2021-09-06,2022-08-20,,Q66708545-0739dc6e-4708-b452-6379-6775367cf977
Q109296984,Bernard Goumou,2022-08-20,,,Q109296984-00ca7f65-4346-f0e7-aead-5710bc85e64f
