who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
68651894,Q28015517,Interim President of Guinea,2021-10-01,,Q4413,Alpha Condé,,,0
68651894,National Committee of Reconciliation and Development,Chairman of the National Committee of Reconciliation and Development,2021-09-05,,,Office Established,,,1
