who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
69153908,Ministry of Economy and Finance (Guinea),"Minister of Economy and Finance,",,,Q29956892,Malado Kaba,,,0
