pageid,title,wikidata,label
64621050,Morissanda Kouyaté,Q109252098,Mory Sandan Kouyaté
69120182,Lauriane Doumbouya,Q108762973,Lauriane Darboux
69153908,Mamadi Camara (politician),Q64590528,Mamadi Camara
69179446,Mamadou Pathé Diallo,Q109252097,Mamadou Péthè Diallo
69313239,Yaya Sow,Q109274627,Yaya Sow
71582924,Bernard Goumou,Q109296984,Bernard Goumou
71734307,Diaka Sidibé,Q109275607,Diaka SIDIBE
