item,itemLabel,startDate,endDate,sourceDate,psid
Q108426402,Zainoul Abidine Sanoussi,1999,2000,,Q108426402-DD31606D-9058-4B36-ACAC-9CBB5132F422
Q42814067,Mahawa Bangoura,2000,2002,,Q42814067-33C0FA8A-5431-4151-BB8C-8146A41EA8BF
Q1451112,François Lonseny Fall,2002-06,2004-02-23,,Q1451112-383D2235-1C65-43C9-AF7A-084FDD0B52B5
Q3284885,Mamady Condé,2004,2005,,Q3284885-41D98CD9-E293-4D14-9869-6F12339E6E2D
Q3284885,Mamady Condé,2006,2007,,Q3284885-336E5C05-4385-4100-933B-1FB9A47A9F1A
Q6344570,Abdoul Kabèlè Camara,2007,2008,,Q6344570-6f70e0b4-e10a-4db2-885e-2b2dfa8fff6a
Q108426403,Amadou Lamarana Bah,2008,2009,,Q108426403-76A9A8EA-80E2-4E19-8FA2-D0741969F2D1
Q2643744,Alexandre Cécé Loua,2009,2010,,Q2643744-1CECE7C1-20C2-4E26-9F2A-092095C24BBC
Q4849023,Bakary Fofana,2010,2010,,Q4849023-FCC1E77D-0121-42CE-B03B-930E1250D27D
Q93429790,Édouard Nyankoye Lamah,2010-12-24,2012-10-06,,Q93429790-05D4EE91-BAB9-4AC0-A1F3-54119C50F3B1
Q1451112,François Lonseny Fall,2012,2016,,Q1451112-98E60506-9A34-42D2-885E-CB829E148645
Q29292695,Makalé Camara,2015-12-26,2017-08-22,2022-10-13,Q29292695-8BD4C623-EAD1-4E47-BF75-03D7E230837F
Q55098131,Mamadi Touré,2017-08-22,2021-01-15,2022-10-13,Q55098131-76F5062D-A030-40BC-8E80-88711D942E13
Q102264364,Ibrahima Khalil Kaba,2021-01-19,2021-09-05,2022-10-13,Q102264364-9C20CC86-1FDB-43CB-935E-87EE9B46C14C
Q109252098,Mory Sandan Kouyaté,2021-10-25,,,Q109252098-aaa280b5-4117-f439-40b9-016d94caa72f
